Datetime,C,T,Time,Date
04/25/2004 11:00:00,0.9,17.2,11:00:00,2004-04-25
04/25/2004 12:00:00,1,17.4,12:00:00,2004-04-25
04/25/2004 13:00:00,0.8,17.9,13:00:00,2004-04-25
04/25/2004 14:00:00,0.7,18.3,14:00:00,2004-04-25
04/25/2004 15:00:00,0.9,19.4,15:00:00,2004-04-25
04/25/2004 16:00:00,1.3,20.2,16:00:00,2004-04-25
04/25/2004 17:00:00,1.4,19.6,17:00:00,2004-04-25
04/25/2004 18:00:00,1.5,18.5,18:00:00,2004-04-25
04/25/2004 19:00:00,2.7,17.8,19:00:00,2004-04-25
04/25/2004 20:00:00,2.5,16.6,20:00:00,2004-04-25
04/25/2004 21:00:00,1.4,15.5,21:00:00,2004-04-25
04/25/2004 22:00:00,2.8,14.8,22:00:00,2004-04-25
04/25/2004 23:00:00,2.1,14.5,23:00:00,2004-04-25
04/26/2004 00:00:00,1.1,14.1,00:00:00,2004-04-26
04/26/2004 01:00:00,0.7,14.2,01:00:00,2004-04-26
04/26/2004 02:00:00,0.4,14.1,02:00:00,2004-04-26
04/26/2004 03:00:00,0.3,14,03:00:00,2004-04-26
04/26/2004 04:00:00,-200,14.1,04:00:00,2004-04-26
04/26/2004 05:00:00,0.4,13.9,05:00:00,2004-04-26
04/26/2004 06:00:00,0.8,14,06:00:00,2004-04-26
04/26/2004 07:00:00,1.9,14.4,07:00:00,2004-04-26
04/26/2004 08:00:00,2.1,15,08:00:00,2004-04-26
04/26/2004 09:00:00,1.4,16.3,09:00:00,2004-04-26
04/26/2004 10:00:00,1.4,18.3,10:00:00,2004-04-26
04/26/2004 11:00:00,1.3,18.8,11:00:00,2004-04-26
04/26/2004 12:00:00,1.5,19.6,12:00:00,2004-04-26
04/26/2004 13:00:00,1.6,20.2,13:00:00,2004-04-26
04/26/2004 14:00:00,1.3,19.7,14:00:00,2004-04-26
04/26/2004 15:00:00,1.4,20.7,15:00:00,2004-04-26
04/26/2004 16:00:00,1.5,20,16:00:00,2004-04-26
04/26/2004 17:00:00,2.2,18.6,17:00:00,2004-04-26
04/26/2004 18:00:00,3.2,18.3,18:00:00,2004-04-26
04/26/2004 19:00:00,3,17.8,19:00:00,2004-04-26
04/26/2004 20:00:00,2.6,17.3,20:00:00,2004-04-26
04/26/2004 21:00:00,1.6,17.3,21:00:00,2004-04-26
04/26/2004 22:00:00,1.5,16.4,22:00:00,2004-04-26
04/26/2004 23:00:00,1.2,16,23:00:00,2004-04-26
04/27/2004 00:00:00,0.8,15.4,00:00:00,2004-04-27
04/27/2004 01:00:00,0.7,15.7,01:00:00,2004-04-27
04/27/2004 02:00:00,0.5,15.6,02:00:00,2004-04-27
04/27/2004 03:00:00,0.5,15.2,03:00:00,2004-04-27
04/27/2004 04:00:00,-200,14.7,04:00:00,2004-04-27
04/27/2004 05:00:00,0.7,15.5,05:00:00,2004-04-27
04/27/2004 06:00:00,1.4,14.4,06:00:00,2004-04-27
04/27/2004 07:00:00,4.1,15.9,07:00:00,2004-04-27
04/27/2004 08:00:00,4.6,18.1,08:00:00,2004-04-27
04/27/2004 09:00:00,1.9,19.6,09:00:00,2004-04-27
04/27/2004 10:00:00,1.9,22.8,10:00:00,2004-04-27
04/27/2004 11:00:00,1.7,24.8,11:00:00,2004-04-27
04/27/2004 12:00:00,2.4,27.2,12:00:00,2004-04-27
04/27/2004 13:00:00,3,28.2,13:00:00,2004-04-27
04/27/2004 14:00:00,2,25.4,14:00:00,2004-04-27
04/27/2004 15:00:00,2.7,25.7,15:00:00,2004-04-27
04/27/2004 16:00:00,2.2,27.2,16:00:00,2004-04-27
04/27/2004 17:00:00,2.9,27,17:00:00,2004-04-27
04/27/2004 18:00:00,3.4,24.5,18:00:00,2004-04-27
04/27/2004 19:00:00,3.9,23.7,19:00:00,2004-04-27
04/27/2004 20:00:00,3.6,21.5,20:00:00,2004-04-27
04/27/2004 21:00:00,2.5,19.9,21:00:00,2004-04-27
04/27/2004 22:00:00,1.8,18.9,22:00:00,2004-04-27
04/27/2004 23:00:00,2,17.9,23:00:00,2004-04-27
04/28/2004 00:00:00,1.3,17.4,00:00:00,2004-04-28
04/28/2004 01:00:00,1,18.1,01:00:00,2004-04-28
04/28/2004 02:00:00,0.6,16.5,02:00:00,2004-04-28
04/28/2004 03:00:00,0.6,14.2,03:00:00,2004-04-28
04/28/2004 04:00:00,-200,14.7,04:00:00,2004-04-28
04/28/2004 05:00:00,0.5,16.3,05:00:00,2004-04-28
04/28/2004 06:00:00,1.1,13.9,06:00:00,2004-04-28
04/28/2004 07:00:00,5.5,15,07:00:00,2004-04-28
04/28/2004 08:00:00,4.2,16.1,08:00:00,2004-04-28
04/28/2004 09:00:00,4.6,19.3,09:00:00,2004-04-28
04/28/2004 10:00:00,3.4,24.2,10:00:00,2004-04-28
04/28/2004 11:00:00,2.8,26.7,11:00:00,2004-04-28
04/28/2004 12:00:00,2.5,27.4,12:00:00,2004-04-28
04/28/2004 13:00:00,2.4,28.1,13:00:00,2004-04-28
04/28/2004 14:00:00,3.2,27.7,14:00:00,2004-04-28
04/28/2004 15:00:00,3.5,28.4,15:00:00,2004-04-28
04/28/2004 16:00:00,2.9,28.4,16:00:00,2004-04-28
04/28/2004 17:00:00,3.6,27.3,17:00:00,2004-04-28
04/28/2004 18:00:00,4.8,24.3,18:00:00,2004-04-28
04/28/2004 19:00:00,5.4,23.1,19:00:00,2004-04-28
04/28/2004 20:00:00,5.3,21.8,20:00:00,2004-04-28
04/28/2004 21:00:00,2.7,19.8,21:00:00,2004-04-28
04/28/2004 22:00:00,1.4,19.6,22:00:00,2004-04-28
04/28/2004 23:00:00,1.6,17.9,23:00:00,2004-04-28
04/29/2004 00:00:00,1.5,17.4,00:00:00,2004-04-29
04/29/2004 01:00:00,1,16.8,01:00:00,2004-04-29
04/29/2004 02:00:00,0.6,15.9,02:00:00,2004-04-29
04/29/2004 03:00:00,0.4,15.6,03:00:00,2004-04-29
04/29/2004 04:00:00,-200,14.6,04:00:00,2004-04-29
04/29/2004 05:00:00,0.8,13.3,05:00:00,2004-04-29
04/29/2004 06:00:00,1.5,12.9,06:00:00,2004-04-29
04/29/2004 07:00:00,4.9,14.8,07:00:00,2004-04-29
04/29/2004 08:00:00,7.2,16.1,08:00:00,2004-04-29
04/29/2004 09:00:00,3.5,18.6,09:00:00,2004-04-29
04/29/2004 10:00:00,2.1,23.8,10:00:00,2004-04-29
04/29/2004 11:00:00,1.5,25.4,11:00:00,2004-04-29
04/29/2004 12:00:00,2,25.6,12:00:00,2004-04-29
04/29/2004 13:00:00,3.8,24.9,13:00:00,2004-04-29
04/29/2004 14:00:00,3.4,22.4,14:00:00,2004-04-29
04/29/2004 15:00:00,4.4,21.7,15:00:00,2004-04-29
04/29/2004 16:00:00,3.9,21.4,16:00:00,2004-04-29
04/29/2004 17:00:00,4.9,20.8,17:00:00,2004-04-29
04/29/2004 18:00:00,5.4,20.2,18:00:00,2004-04-29
04/29/2004 19:00:00,6.5,20.2,19:00:00,2004-04-29
04/29/2004 20:00:00,4.3,18.6,20:00:00,2004-04-29
04/29/2004 21:00:00,2.9,18.2,21:00:00,2004-04-29
04/29/2004 22:00:00,2.7,17.8,22:00:00,2004-04-29
04/29/2004 23:00:00,2.8,17,23:00:00,2004-04-29
04/30/2004 00:00:00,2.3,16.2,00:00:00,2004-04-30
04/30/2004 01:00:00,1.7,15.7,01:00:00,2004-04-30
04/30/2004 02:00:00,1.2,15.7,02:00:00,2004-04-30
04/30/2004 03:00:00,1,15.7,03:00:00,2004-04-30
04/30/2004 04:00:00,-200,15.4,04:00:00,2004-04-30
04/30/2004 05:00:00,0.8,15.7,05:00:00,2004-04-30
04/30/2004 06:00:00,1.7,15.9,06:00:00,2004-04-30
04/30/2004 07:00:00,3,16.6,07:00:00,2004-04-30
04/30/2004 08:00:00,3.4,18.7,08:00:00,2004-04-30
04/30/2004 09:00:00,3.3,17.6,09:00:00,2004-04-30
04/30/2004 10:00:00,2.7,16.3,10:00:00,2004-04-30
04/30/2004 11:00:00,2.6,16,11:00:00,2004-04-30
04/30/2004 12:00:00,3.2,17.3,12:00:00,2004-04-30
04/30/2004 13:00:00,3.4,19.4,13:00:00,2004-04-30
04/30/2004 14:00:00,2.6,21.4,14:00:00,2004-04-30
04/30/2004 15:00:00,3.4,22.7,15:00:00,2004-04-30
04/30/2004 16:00:00,4,20.9,16:00:00,2004-04-30
04/30/2004 17:00:00,4.5,21,17:00:00,2004-04-30
04/30/2004 18:00:00,4.2,20.8,18:00:00,2004-04-30
04/30/2004 19:00:00,5.7,19.8,19:00:00,2004-04-30
04/30/2004 20:00:00,4.4,19.1,20:00:00,2004-04-30
04/30/2004 21:00:00,3.1,18.2,21:00:00,2004-04-30
04/30/2004 22:00:00,3,18.1,22:00:00,2004-04-30
04/30/2004 23:00:00,3.1,17.7,23:00:00,2004-04-30
2004-01-05,3.5,17.8,00:00:00,2004-05-01
2004-01-05,2.4,17.3,01:00:00,2004-05-01
2004-01-05,1.6,16.5,02:00:00,2004-05-01
2004-01-05,1.3,15.7,03:00:00,2004-05-01
2004-01-05,-200,16.2,04:00:00,2004-05-01
2004-01-05,0.6,16.7,05:00:00,2004-05-01
2004-01-05,0.7,16.7,06:00:00,2004-05-01
2004-01-05,1.2,16.9,07:00:00,2004-05-01
2004-01-05,1.5,17.7,08:00:00,2004-05-01
2004-01-05,1.8,19.4,09:00:00,2004-05-01
2004-01-05,2.1,21.6,10:00:00,2004-05-01
2004-01-05,1.9,24.6,11:00:00,2004-05-01
2004-01-05,2,26,12:00:00,2004-05-01
2004-01-05,1.3,25.6,13:00:00,2004-05-01
2004-01-05,1.3,24.8,14:00:00,2004-05-01
2004-01-05,1.8,26.1,15:00:00,2004-05-01
2004-01-05,2,25.5,16:00:00,2004-05-01
2004-01-05,1.8,23.7,17:00:00,2004-05-01
2004-01-05,2.4,22.3,18:00:00,2004-05-01
2004-01-05,4,20.7,19:00:00,2004-05-01
2004-01-05,2.8,19,20:00:00,2004-05-01
2004-01-05,2,17.8,21:00:00,2004-05-01
2004-01-05,3.6,17.4,22:00:00,2004-05-01
2004-01-05,3.7,17.6,23:00:00,2004-05-01
2004-02-05,2.3,17.2,00:00:00,2004-05-02
2004-02-05,1.8,17.1,01:00:00,2004-05-02
2004-02-05,0.9,16.4,02:00:00,2004-05-02
2004-02-05,1.6,14.8,03:00:00,2004-05-02
2004-02-05,-200,14.8,04:00:00,2004-05-02
2004-02-05,0.6,14.7,05:00:00,2004-05-02
2004-02-05,0.7,13.1,06:00:00,2004-05-02
2004-02-05,0.8,14.3,07:00:00,2004-05-02
2004-02-05,1.2,16,08:00:00,2004-05-02
2004-02-05,1.4,17.7,09:00:00,2004-05-02
2004-02-05,1.6,21.3,10:00:00,2004-05-02
2004-02-05,1.3,23.6,11:00:00,2004-05-02
2004-02-05,1.3,24.3,12:00:00,2004-05-02
2004-02-05,1.1,24.4,13:00:00,2004-05-02
2004-02-05,1.2,24.6,14:00:00,2004-05-02
2004-02-05,1.5,23.9,15:00:00,2004-05-02
2004-02-05,1.1,25.9,16:00:00,2004-05-02
2004-02-05,1.9,24.5,17:00:00,2004-05-02
2004-02-05,2.3,22.6,18:00:00,2004-05-02
2004-02-05,3.3,21.2,19:00:00,2004-05-02
2004-02-05,2.6,19.9,20:00:00,2004-05-02
2004-02-05,2.2,19.4,21:00:00,2004-05-02
2004-02-05,2.3,19.4,22:00:00,2004-05-02
2004-02-05,2,19.1,23:00:00,2004-05-02
2004-03-05,1.6,18,00:00:00,2004-05-03
2004-03-05,0.8,17.6,01:00:00,2004-05-03
2004-03-05,0.6,16.4,02:00:00,2004-05-03
2004-03-05,0.4,15.6,03:00:00,2004-05-03
2004-03-05,-200,16,04:00:00,2004-05-03
2004-03-05,0.7,15.8,05:00:00,2004-05-03
2004-03-05,1.3,16,06:00:00,2004-05-03
2004-03-05,3.4,16.8,07:00:00,2004-05-03
2004-03-05,4.7,16.9,08:00:00,2004-05-03
2004-03-05,3.4,17.4,09:00:00,2004-05-03
2004-03-05,2.5,21.4,10:00:00,2004-05-03
2004-03-05,2,23.9,11:00:00,2004-05-03
2004-03-05,1.9,26.8,12:00:00,2004-05-03
2004-03-05,1.7,28.4,13:00:00,2004-05-03
2004-03-05,1.4,30.3,14:00:00,2004-05-03
2004-03-05,1.5,30.9,15:00:00,2004-05-03
2004-03-05,2.4,30.2,16:00:00,2004-05-03
2004-03-05,3.9,26.4,17:00:00,2004-05-03
2004-03-05,4.2,24.9,18:00:00,2004-05-03
2004-03-05,3.7,23.5,19:00:00,2004-05-03
2004-03-05,3.2,19.3,20:00:00,2004-05-03
2004-03-05,2,18.7,21:00:00,2004-05-03
2004-03-05,1.1,19.5,22:00:00,2004-05-03
2004-03-05,1.5,18.9,23:00:00,2004-05-03
2004-04-05,1.3,18.4,00:00:00,2004-05-04
2004-04-05,1,16.4,01:00:00,2004-05-04
2004-04-05,0.6,16.1,02:00:00,2004-05-04
2004-04-05,0.4,15.6,03:00:00,2004-05-04
2004-04-05,-200,15.6,04:00:00,2004-05-04
2004-04-05,0.6,15.7,05:00:00,2004-05-04
2004-04-05,1.9,16,06:00:00,2004-05-04
2004-04-05,4.5,16.6,07:00:00,2004-05-04
2004-04-05,4.3,16.1,08:00:00,2004-05-04
2004-04-05,3.2,17.7,09:00:00,2004-05-04
2004-04-05,1.3,20.3,10:00:00,2004-05-04
2004-04-05,2.2,21.2,11:00:00,2004-05-04
2004-04-05,2.6,21.5,12:00:00,2004-05-04
2004-04-05,2.3,21.4,13:00:00,2004-05-04
2004-04-05,2.4,20.4,14:00:00,2004-05-04
2004-04-05,2.6,19.9,15:00:00,2004-05-04
2004-04-05,1.2,19.9,16:00:00,2004-05-04
2004-04-05,1.6,19.5,17:00:00,2004-05-04
2004-04-05,3.9,18.3,18:00:00,2004-05-04
2004-04-05,4.7,17.2,19:00:00,2004-05-04
2004-04-05,5.4,16.1,20:00:00,2004-05-04
2004-04-05,3,16.6,21:00:00,2004-05-04
2004-04-05,0.9,18.5,22:00:00,2004-05-04
2004-04-05,1.1,17.3,23:00:00,2004-05-04
2004-05-05,0.7,18.6,00:00:00,2004-05-05
2004-05-05,0.5,19,01:00:00,2004-05-05
2004-05-05,0.5,15.7,02:00:00,2004-05-05
2004-05-05,0.5,15.5,03:00:00,2004-05-05
2004-05-05,-200,14.7,04:00:00,2004-05-05
2004-05-05,0.8,14.6,05:00:00,2004-05-05
2004-05-05,1.3,14.5,06:00:00,2004-05-05
2004-05-05,3.5,15.1,07:00:00,2004-05-05
2004-05-05,-200,16.4,08:00:00,2004-05-05
2004-05-05,3.9,16.4,09:00:00,2004-05-05
2004-05-05,2.9,16.3,10:00:00,2004-05-05
2004-05-05,2.6,17.2,11:00:00,2004-05-05
2004-05-05,3,17.4,12:00:00,2004-05-05
2004-05-05,3.7,16.8,13:00:00,2004-05-05
2004-05-05,3.9,17.3,14:00:00,2004-05-05
2004-05-05,3.5,17.5,15:00:00,2004-05-05
2004-05-05,2.4,17.5,16:00:00,2004-05-05
2004-05-05,1.6,17.7,17:00:00,2004-05-05
2004-05-05,3,17.1,18:00:00,2004-05-05
2004-05-05,1.6,17.5,19:00:00,2004-05-05
2004-05-05,2.1,15.9,20:00:00,2004-05-05
2004-05-05,1.8,15.1,21:00:00,2004-05-05
2004-05-05,1.1,13.9,22:00:00,2004-05-05
2004-05-05,1.5,12,23:00:00,2004-05-05
2004-06-05,1.4,12.5,00:00:00,2004-05-06
2004-06-05,0.9,12,01:00:00,2004-05-06
2004-06-05,0.5,12.6,02:00:00,2004-05-06
2004-06-05,0.4,12.7,03:00:00,2004-05-06
2004-06-05,-200,13.1,04:00:00,2004-05-06
2004-06-05,0.6,13.2,05:00:00,2004-05-06
2004-06-05,1.3,13.1,06:00:00,2004-05-06
2004-06-05,2.9,14.7,07:00:00,2004-05-06
2004-06-05,3.6,15.9,08:00:00,2004-05-06
2004-06-05,3.4,17.9,09:00:00,2004-05-06
2004-06-05,2.5,20.2,10:00:00,2004-05-06
2004-06-05,2.1,18.5,11:00:00,2004-05-06
2004-06-05,1.1,13,12:00:00,2004-05-06
2004-06-05,1.8,15.1,13:00:00,2004-05-06
2004-06-05,3,13.6,14:00:00,2004-05-06
2004-06-05,3.1,12.3,15:00:00,2004-05-06
2004-06-05,3.6,12.7,16:00:00,2004-05-06
2004-06-05,3.3,14.4,17:00:00,2004-05-06
2004-06-05,1.8,15.6,18:00:00,2004-05-06
2004-06-05,2.1,15,19:00:00,2004-05-06
2004-06-05,2.2,13.7,20:00:00,2004-05-06
2004-06-05,1.6,12.3,21:00:00,2004-05-06
2004-06-05,0.9,15.4,22:00:00,2004-05-06
2004-06-05,1.8,14.1,23:00:00,2004-05-06
2004-07-05,2.3,13.8,00:00:00,2004-05-07
2004-07-05,2,13.5,01:00:00,2004-05-07
2004-07-05,0.9,13.7,02:00:00,2004-05-07
2004-07-05,0.6,13.9,03:00:00,2004-05-07
2004-07-05,-200,14,04:00:00,2004-05-07
2004-07-05,0.7,14.6,05:00:00,2004-05-07
2004-07-05,1.5,14.3,06:00:00,2004-05-07
2004-07-05,3.7,14.9,07:00:00,2004-05-07
2004-07-05,4.2,16.4,08:00:00,2004-05-07
2004-07-05,3.4,16,09:00:00,2004-05-07
2004-07-05,2.4,18.6,10:00:00,2004-05-07
2004-07-05,1.3,19.7,11:00:00,2004-05-07
2004-07-05,1.5,21.2,12:00:00,2004-05-07
2004-07-05,2.2,19.7,13:00:00,2004-05-07
2004-07-05,1.8,19.8,14:00:00,2004-05-07
2004-07-05,1.9,19.2,15:00:00,2004-05-07
2004-07-05,2.3,14.2,16:00:00,2004-05-07
2004-07-05,3.6,12.9,17:00:00,2004-05-07
2004-07-05,4.3,12.7,18:00:00,2004-05-07
2004-07-05,2.2,13.9,19:00:00,2004-05-07
2004-07-05,1.5,13.9,20:00:00,2004-05-07
2004-07-05,2,13.4,21:00:00,2004-05-07
2004-07-05,2,13.4,22:00:00,2004-05-07
2004-07-05,2.1,13.3,23:00:00,2004-05-07
2004-08-05,1.5,13.3,00:00:00,2004-05-08
2004-08-05,2.2,13.6,01:00:00,2004-05-08
2004-08-05,0.5,14.6,02:00:00,2004-05-08
2004-08-05,-200,14.3,03:00:00,2004-05-08
2004-08-05,-200,10.9,04:00:00,2004-05-08
2004-08-05,-200,7.4,05:00:00,2004-05-08
2004-08-05,-200,8.7,06:00:00,2004-05-08
2004-08-05,-200,10.3,07:00:00,2004-05-08
2004-08-05,-200,11,08:00:00,2004-05-08
2004-08-05,-200,13.6,09:00:00,2004-05-08
2004-08-05,-200,14.7,10:00:00,2004-05-08
2004-08-05,-200,13.8,11:00:00,2004-05-08
2004-08-05,-200,13.3,12:00:00,2004-05-08
2004-08-05,-200,16.2,13:00:00,2004-05-08
2004-08-05,-200,16.3,14:00:00,2004-05-08
2004-08-05,-200,20,15:00:00,2004-05-08
2004-08-05,-200,19.8,16:00:00,2004-05-08
2004-08-05,-200,19.8,17:00:00,2004-05-08
2004-08-05,-200,17.8,18:00:00,2004-05-08
2004-08-05,-200,16.7,19:00:00,2004-05-08
2004-08-05,-200,15.1,20:00:00,2004-05-08
2004-08-05,-200,14.1,21:00:00,2004-05-08
2004-08-05,-200,13.8,22:00:00,2004-05-08
2004-08-05,-200,13.7,23:00:00,2004-05-08
2004-09-05,-200,13.7,00:00:00,2004-05-09
2004-09-05,-200,12.7,01:00:00,2004-05-09
2004-09-05,-200,12.6,02:00:00,2004-05-09
2004-09-05,-200,12.1,03:00:00,2004-05-09
2004-09-05,-200,12.3,04:00:00,2004-05-09
2004-09-05,-200,11.9,05:00:00,2004-05-09
2004-09-05,-200,11.3,06:00:00,2004-05-09
2004-09-05,-200,13.1,07:00:00,2004-05-09
2004-09-05,-200,16.8,08:00:00,2004-05-09
2004-09-05,-200,17.9,09:00:00,2004-05-09
2004-09-05,-200,17.8,10:00:00,2004-05-09
2004-09-05,-200,18.8,11:00:00,2004-05-09
2004-09-05,-200,19.3,12:00:00,2004-05-09
2004-09-05,-200,14.7,13:00:00,2004-05-09
2004-09-05,-200,15.6,14:00:00,2004-05-09
2004-09-05,-200,17.7,15:00:00,2004-05-09
2004-09-05,-200,17.8,16:00:00,2004-05-09
2004-09-05,-200,17.8,17:00:00,2004-05-09
2004-09-05,-200,17.8,18:00:00,2004-05-09
2004-09-05,-200,16.4,19:00:00,2004-05-09
2004-09-05,-200,15.6,20:00:00,2004-05-09
2004-09-05,-200,14.9,21:00:00,2004-05-09
2004-09-05,-200,13.8,22:00:00,2004-05-09
2004-09-05,-200,13.8,23:00:00,2004-05-09
2004-10-05,-200,13.9,00:00:00,2004-05-10
2004-10-05,-200,14.9,01:00:00,2004-05-10
2004-10-05,-200,14.4,02:00:00,2004-05-10
2004-10-05,-200,13.8,03:00:00,2004-05-10
2004-10-05,-200,14.2,04:00:00,2004-05-10
2004-10-05,-200,14,05:00:00,2004-05-10
2004-10-05,-200,13.4,06:00:00,2004-05-10
2004-10-05,-200,14.7,07:00:00,2004-05-10
2004-10-05,-200,16,08:00:00,2004-05-10
2004-10-05,4.4,17.8,09:00:00,2004-05-10
2004-10-05,2.5,20,10:00:00,2004-05-10
2004-10-05,2.1,20.3,11:00:00,2004-05-10
2004-10-05,2.4,20.7,12:00:00,2004-05-10
2004-10-05,2.2,20.8,13:00:00,2004-05-10
2004-10-05,2.2,21.5,14:00:00,2004-05-10
2004-10-05,2.3,25,15:00:00,2004-05-10
2004-10-05,2.1,25.2,16:00:00,2004-05-10
2004-10-05,2.5,23.4,17:00:00,2004-05-10
2004-10-05,3.6,21,18:00:00,2004-05-10
2004-10-05,4,19.2,19:00:00,2004-05-10
2004-10-05,3,17.7,20:00:00,2004-05-10
2004-10-05,2.1,16.8,21:00:00,2004-05-10
2004-10-05,1.7,15.8,22:00:00,2004-05-10
2004-10-05,1.1,16,23:00:00,2004-05-10
2004-11-05,0.9,14.2,00:00:00,2004-05-11
2004-11-05,0.4,15,01:00:00,2004-05-11
2004-11-05,0.2,14.3,02:00:00,2004-05-11
2004-11-05,0.2,12.8,03:00:00,2004-05-11
2004-11-05,-200,11.4,04:00:00,2004-05-11
2004-11-05,0.6,12,05:00:00,2004-05-11
2004-11-05,1.4,11.3,06:00:00,2004-05-11
2004-11-05,4.6,12.7,07:00:00,2004-05-11
2004-11-05,5.5,14.5,08:00:00,2004-05-11
2004-11-05,4.8,17.5,09:00:00,2004-05-11
2004-11-05,4.5,21.9,10:00:00,2004-05-11
2004-11-05,3,23.5,11:00:00,2004-05-11
2004-11-05,2.5,24.3,12:00:00,2004-05-11
2004-11-05,2.3,23.8,13:00:00,2004-05-11
2004-11-05,2,24.2,14:00:00,2004-05-11
2004-11-05,1.9,26.5,15:00:00,2004-05-11
2004-11-05,1.9,25.7,16:00:00,2004-05-11
2004-11-05,3.5,26.3,17:00:00,2004-05-11
2004-11-05,4.6,24.4,18:00:00,2004-05-11
2004-11-05,6.3,23.1,19:00:00,2004-05-11
2004-11-05,5,21.1,20:00:00,2004-05-11
2004-11-05,3.3,19.2,21:00:00,2004-05-11
2004-11-05,2.7,18.1,22:00:00,2004-05-11
2004-11-05,2.2,17.3,23:00:00,2004-05-11
2004-12-05,1.7,16.9,00:00:00,2004-05-12
2004-12-05,0.8,17.6,01:00:00,2004-05-12
2004-12-05,0.8,15.6,02:00:00,2004-05-12
2004-12-05,0.6,14.9,03:00:00,2004-05-12
2004-12-05,-200,15.6,04:00:00,2004-05-12
2004-12-05,0.8,14,05:00:00,2004-05-12
2004-12-05,1.5,14.5,06:00:00,2004-05-12
2004-12-05,4.1,15.5,07:00:00,2004-05-12
2004-12-05,5.9,17,08:00:00,2004-05-12
2004-12-05,5.1,18.8,09:00:00,2004-05-12
2004-12-05,3.9,19.7,10:00:00,2004-05-12
2004-12-05,3.4,20.9,11:00:00,2004-05-12
2004-12-05,3.3,21.9,12:00:00,2004-05-12
2004-12-05,5.1,20.4,13:00:00,2004-05-12
2004-12-05,3.1,17.4,14:00:00,2004-05-12
2004-12-05,2.5,17.1,15:00:00,2004-05-12
2004-12-05,2.4,17.3,16:00:00,2004-05-12
2004-12-05,2.8,17.7,17:00:00,2004-05-12
2004-12-05,2.9,17.4,18:00:00,2004-05-12
2004-12-05,3.4,17.6,19:00:00,2004-05-12
2004-12-05,2.2,16.7,20:00:00,2004-05-12
2004-12-05,1.6,16.8,21:00:00,2004-05-12
2004-12-05,1.3,16.1,22:00:00,2004-05-12
2004-12-05,1.3,15.5,23:00:00,2004-05-12
05/13/2004 00:00:00,1.6,16.2,00:00:00,2004-05-13
05/13/2004 01:00:00,1.2,16.4,01:00:00,2004-05-13
05/13/2004 02:00:00,0.6,16.2,02:00:00,2004-05-13
05/13/2004 03:00:00,0.4,16,03:00:00,2004-05-13
05/13/2004 04:00:00,-200,16.2,04:00:00,2004-05-13
05/13/2004 05:00:00,0.4,16.2,05:00:00,2004-05-13
05/13/2004 06:00:00,1,15.9,06:00:00,2004-05-13
05/13/2004 07:00:00,2,16.2,07:00:00,2004-05-13
05/13/2004 08:00:00,3.6,16,08:00:00,2004-05-13
05/13/2004 09:00:00,2.4,16.6,09:00:00,2004-05-13
05/13/2004 10:00:00,2.4,17.4,10:00:00,2004-05-13
05/13/2004 11:00:00,1.6,17.6,11:00:00,2004-05-13
05/13/2004 12:00:00,1.9,17.2,12:00:00,2004-05-13
05/13/2004 13:00:00,2.4,18.2,13:00:00,2004-05-13
05/13/2004 14:00:00,1.7,19.5,14:00:00,2004-05-13
05/13/2004 15:00:00,2.1,19.5,15:00:00,2004-05-13
05/13/2004 16:00:00,3.1,19.8,16:00:00,2004-05-13
05/13/2004 17:00:00,4.6,20.3,17:00:00,2004-05-13
05/13/2004 18:00:00,4.5,20.3,18:00:00,2004-05-13
05/13/2004 19:00:00,3.9,19.8,19:00:00,2004-05-13
05/13/2004 20:00:00,4.6,19.1,20:00:00,2004-05-13
05/13/2004 21:00:00,3.3,18.2,21:00:00,2004-05-13
05/13/2004 22:00:00,2.7,17.8,22:00:00,2004-05-13
05/13/2004 23:00:00,3.3,17.5,23:00:00,2004-05-13
05/14/2004 00:00:00,2.5,17.3,00:00:00,2004-05-14
05/14/2004 01:00:00,2.1,16.8,01:00:00,2004-05-14
05/14/2004 02:00:00,1.3,16.3,02:00:00,2004-05-14
05/14/2004 03:00:00,1,16.2,03:00:00,2004-05-14
05/14/2004 04:00:00,-200,15.5,04:00:00,2004-05-14
05/14/2004 05:00:00,1.2,16,05:00:00,2004-05-14
05/14/2004 06:00:00,1.5,17.2,06:00:00,2004-05-14
05/14/2004 07:00:00,3.7,18.5,07:00:00,2004-05-14
05/14/2004 08:00:00,-200,20,08:00:00,2004-05-14
05/14/2004 09:00:00,3.3,21,09:00:00,2004-05-14
05/14/2004 10:00:00,2.5,22.8,10:00:00,2004-05-14
05/14/2004 11:00:00,1.9,25.5,11:00:00,2004-05-14
05/14/2004 12:00:00,2,25.9,12:00:00,2004-05-14
05/14/2004 13:00:00,2.5,27.7,13:00:00,2004-05-14
05/14/2004 14:00:00,2.1,27.1,14:00:00,2004-05-14
05/14/2004 15:00:00,2.1,28.4,15:00:00,2004-05-14
05/14/2004 16:00:00,2.3,28.1,16:00:00,2004-05-14
05/14/2004 17:00:00,3,27.6,17:00:00,2004-05-14
05/14/2004 18:00:00,4.1,25.2,18:00:00,2004-05-14
05/14/2004 19:00:00,4.5,24.6,19:00:00,2004-05-14
05/14/2004 20:00:00,3.5,23.1,20:00:00,2004-05-14
05/14/2004 21:00:00,2.1,22,21:00:00,2004-05-14
05/14/2004 22:00:00,2.3,20.8,22:00:00,2004-05-14
